"person","birthYear","interest"
http://dbpedia.org/resource/Jane_Bennett_(political_theorist),1957,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Literature
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Epistemology
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Consciousness
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Self-consciousness
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Ethics
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Metaphysics
http://dbpedia.org/resource/Jean-Paul_Sartre,1905,http://dbpedia.org/resource/Ontology
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Pataphysics
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Postmodernity
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Consumerism
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Object_(philosophy)
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Gender_role
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/System_theory
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Anthropology
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Love
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Communication
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Communication_theory
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Photography
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Popular_culture
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Economics
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Alterity
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Foreign_policy
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Historicity_(philosophy)
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Social_entropy
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Power_(social_and_political)
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Art
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Mass_media
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Social_history
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Event_(philosophy)
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Philosophy_of_death
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Semiotics
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Simulacrum
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Critique_of_economy
http://dbpedia.org/resource/Jean_Baudrillard,1929,http://dbpedia.org/resource/Media_theory
http://dbpedia.org/resource/Takis_Fotopoulos,1940,http://dbpedia.org/resource/International_relations
http://dbpedia.org/resource/Takis_Fotopoulos,1940,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Takis_Fotopoulos,1940,http://dbpedia.org/resource/Social_movements
http://dbpedia.org/resource/Ted_Honderich,1933,http://dbpedia.org/resource/Consciousness
http://dbpedia.org/resource/Adrian_Walsh,1963,http://dbpedia.org/resource/Applied_ethics
http://dbpedia.org/resource/Adrian_Walsh,1963,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Adrian_Walsh,1963,http://dbpedia.org/resource/Philosophy_of_economics
http://dbpedia.org/resource/Chantal_Mouffe,1943,http://dbpedia.org/resource/Political_theory
http://dbpedia.org/resource/Charles_Kay_Ogden,1889,http://dbpedia.org/resource/Philosophy_of_language
http://dbpedia.org/resource/Alan_Thomas_(philosopher),1964,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Alan_Thomas_(philosopher),1964,http://dbpedia.org/resource/Moral_philosophy
http://dbpedia.org/resource/Jens_Timmermann,1970,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Jens_Timmermann,1970,http://dbpedia.org/resource/Philosophy_of_law
http://dbpedia.org/resource/Jens_Timmermann,1970,http://dbpedia.org/resource/Kant’s_ethics
http://dbpedia.org/resource/Jeremy_Waldron,1953,http://dbpedia.org/resource/Legal_philosophy
http://dbpedia.org/resource/Joanne_Faulkner,1972,http://dbpedia.org/resource/Innocence
http://dbpedia.org/resource/Joanne_Faulkner,1972,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Joanne_Faulkner,1972,http://dbpedia.org/resource/Philosophy_of_sexuality
http://dbpedia.org/resource/John_Anderson_(philosopher),1893,http://dbpedia.org/resource/Ethics
http://dbpedia.org/resource/John_Anderson_(philosopher),1893,http://dbpedia.org/resource/Philosophy_of_religion
http://dbpedia.org/resource/John_Anderson_(philosopher),1893,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/John_Anderson_(philosopher),1893,http://dbpedia.org/resource/Philosophy_of_sexuality
http://dbpedia.org/resource/John_Gray_(philosopher),1948,http://dbpedia.org/resource/History_of_ideas
http://dbpedia.org/resource/John_Gray_(philosopher),1948,http://dbpedia.org/resource/Philosophical_pessimism
http://dbpedia.org/resource/John_Gray_(philosopher),1948,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Pragmatism
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Epistemology
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Rationalization_(sociology)
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Social_theory
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Philosophy_of_law
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Pragmatics
http://dbpedia.org/resource/Jürgen_Habermas,1929,http://dbpedia.org/resource/Political_theory
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Philosophy_of_mind
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Social_philosophy
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Epistemology
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Logic
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Rationality
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Interpretations_of_quantum_mechanics
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Metaphysics
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Philosophy_of_science
http://dbpedia.org/resource/Karl_Popper,1902,http://dbpedia.org/resource/Origin_of_life
http://dbpedia.org/resource/Susan_Shell,1948,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Susan_Shell,1948,http://dbpedia.org/resource/Kantian_philosophy
http://dbpedia.org/resource/William_Davies_(political_writer),1976,http://dbpedia.org/resource/Consumerism
http://dbpedia.org/resource/William_Davies_(political_writer),1976,http://dbpedia.org/resource/Capitalism
http://dbpedia.org/resource/William_Davies_(political_writer),1976,http://dbpedia.org/resource/Happiness
http://dbpedia.org/resource/William_Davies_(political_writer),1976,http://dbpedia.org/resource/Neoliberalism
http://dbpedia.org/resource/William_Davies_(political_writer),1976,http://dbpedia.org/resource/Expertise
http://dbpedia.org/resource/Arthur_Ripstein,1958,http://dbpedia.org/resource/Kantian_philosophy
http://dbpedia.org/resource/Marcel_Paquet,1947,http://dbpedia.org/resource/Esthetics
http://dbpedia.org/resource/Marcel_Paquet,1947,http://dbpedia.org/resource/Ontology
http://dbpedia.org/resource/Mario_Kopić,1965,http://dbpedia.org/resource/Religion
http://dbpedia.org/resource/Mario_Kopić,1965,http://dbpedia.org/resource/Culture
http://dbpedia.org/resource/Mario_Kopić,1965,http://dbpedia.org/resource/Ethics
http://dbpedia.org/resource/Martha_Nussbaum,1947,http://dbpedia.org/resource/Feminism
http://dbpedia.org/resource/Martha_Nussbaum,1947,http://dbpedia.org/resource/Ethics
http://dbpedia.org/resource/Martha_Nussbaum,1947,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Martha_Nussbaum,1947,http://dbpedia.org/resource/Liberal_theory
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Greek_philosophy
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Thinking
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Philosophy_of_technology
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Metaphysics
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Ontology
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Christian_philosophy
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Philosophy_and_literature
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Philosophy_of_language
http://dbpedia.org/resource/Martin_Heidegger,1889,http://dbpedia.org/resource/Philosophy_of_art
http://dbpedia.org/resource/Srećko_Horvat,1983,http://dbpedia.org/resource/Ideology
http://dbpedia.org/resource/Srećko_Horvat,1983,http://dbpedia.org/resource/Marxism
http://dbpedia.org/resource/Srećko_Horvat,1983,http://dbpedia.org/resource/Poststructuralism
http://dbpedia.org/resource/Srećko_Horvat,1983,http://dbpedia.org/resource/Film_theory
http://dbpedia.org/resource/Srećko_Horvat,1983,http://dbpedia.org/resource/Political_theory
http://dbpedia.org/resource/Kojin_Karatani,1941,http://dbpedia.org/resource/Comparative_literature
http://dbpedia.org/resource/Kojin_Karatani,1941,http://dbpedia.org/resource/Literary_criticism
http://dbpedia.org/resource/Kwame_Anthony_Appiah,1954,http://dbpedia.org/resource/Intellectual_history
http://dbpedia.org/resource/Kwame_Anthony_Appiah,1954,http://dbpedia.org/resource/Morality
http://dbpedia.org/resource/Kwame_Anthony_Appiah,1954,http://dbpedia.org/resource/Race_(classification_of_human_beings)
http://dbpedia.org/resource/Kwame_Anthony_Appiah,1954,http://dbpedia.org/resource/Social_identity_theory
http://dbpedia.org/resource/Kwame_Anthony_Appiah,1954,http://dbpedia.org/resource/Semantics
http://dbpedia.org/resource/Kwame_Anthony_Appiah,1954,http://dbpedia.org/resource/Political_theory
http://dbpedia.org/resource/Michael_Dummett,1925,http://dbpedia.org/resource/Philosophy_of_mathematics
http://dbpedia.org/resource/Michael_Dummett,1925,http://dbpedia.org/resource/Metaphysics
http://dbpedia.org/resource/Michael_Dummett,1925,http://dbpedia.org/resource/History_of_analytic_philosophy
http://dbpedia.org/resource/Michael_Dummett,1925,http://dbpedia.org/resource/Philosophy_of_language
http://dbpedia.org/resource/Michael_Dummett,1925,http://dbpedia.org/resource/Philosophy_of_logic
http://dbpedia.org/resource/Michael_Zuckert,1942,http://dbpedia.org/resource/Constitutional_studies
http://dbpedia.org/resource/Michael_Zuckert,1942,http://dbpedia.org/resource/Political_theory
http://dbpedia.org/resource/Miguel_de_Unamuno,1864,http://dbpedia.org/resource/Philosophy_of_religion
http://dbpedia.org/resource/Miguel_de_Unamuno,1864,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/R._G._Collingwood,1889,http://dbpedia.org/resource/Aesthetics
http://dbpedia.org/resource/R._G._Collingwood,1889,http://dbpedia.org/resource/Philosophy_of_history
http://dbpedia.org/resource/R._G._Collingwood,1889,http://dbpedia.org/resource/Metaphysics
http://dbpedia.org/resource/Rae_Langton,1961,http://dbpedia.org/resource/Feminist_philosophy
http://dbpedia.org/resource/Rae_Langton,1961,http://dbpedia.org/resource/Immanuel_Kant
http://dbpedia.org/resource/Rae_Langton,1961,http://dbpedia.org/resource/Metaphysics
http://dbpedia.org/resource/Rainer_Forst,1964,http://dbpedia.org/resource/Democracy
http://dbpedia.org/resource/Rainer_Forst,1964,http://dbpedia.org/resource/Toleration
http://dbpedia.org/resource/Rainer_Forst,1964,http://dbpedia.org/resource/Justice
http://dbpedia.org/resource/Raya_Dunayevskaya,1910,http://dbpedia.org/resource/Social_movement
http://dbpedia.org/resource/Raya_Dunayevskaya,1910,http://dbpedia.org/resource/Social_revolution
http://dbpedia.org/resource/Raya_Dunayevskaya,1910,http://dbpedia.org/resource/Dialectics
http://dbpedia.org/resource/Raya_Dunayevskaya,1910,http://dbpedia.org/resource/Marxist
http://dbpedia.org/resource/Raya_Dunayevskaya,1910,http://dbpedia.org/resource/Social_theory
http://dbpedia.org/resource/Raya_Dunayevskaya,1910,http://dbpedia.org/resource/Women's_liberation
http://dbpedia.org/resource/Raymond_Aron,1905,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Nick_Mansfield,1959,http://dbpedia.org/resource/Subjectivity
http://dbpedia.org/resource/Nick_Mansfield,1959,http://dbpedia.org/resource/Aesthetics
http://dbpedia.org/resource/Nick_Mansfield,1959,http://dbpedia.org/resource/Radical_sexuality
http://dbpedia.org/resource/Thomas_Nail,1979,http://dbpedia.org/resource/Anthropocene
http://dbpedia.org/resource/Thomas_Nail,1979,http://dbpedia.org/resource/Aesthetics
http://dbpedia.org/resource/Thomas_Nail,1979,http://dbpedia.org/resource/Ontology
http://dbpedia.org/resource/Thomas_Nail,1979,http://dbpedia.org/resource/Political_Theory
http://dbpedia.org/resource/Thomas_Nail,1979,http://dbpedia.org/resource/Science_Studies
http://dbpedia.org/resource/Fiona_Jenkins,1965,http://dbpedia.org/resource/Feminist_theory
http://dbpedia.org/resource/Sergio_Tenenbaum,1964,http://dbpedia.org/resource/Moral_psychology
http://dbpedia.org/resource/Seth_Lazar,1979,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Seth_Lazar,1979,http://dbpedia.org/resource/Moral_philosophy
http://dbpedia.org/resource/Paolo_Virno,1952,http://dbpedia.org/resource/Post-Fordism
http://dbpedia.org/resource/Paolo_Virno,1952,http://dbpedia.org/resource/Communication_ethics
http://dbpedia.org/resource/Paolo_Virno,1952,http://dbpedia.org/resource/Materialism
http://dbpedia.org/resource/Paolo_Virno,1952,http://dbpedia.org/resource/Subjectivity
http://dbpedia.org/resource/Paolo_Virno,1952,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Paolo_Virno,1952,http://dbpedia.org/resource/Semiotics
http://dbpedia.org/resource/Sandrine_Bergès,1970,http://dbpedia.org/resource/Ethics
http://dbpedia.org/resource/Sandrine_Bergès,1970,http://dbpedia.org/resource/Political_philosophy
http://dbpedia.org/resource/Richard_Kennington,1921,http://dbpedia.org/resource/Early_modern_philosophy
